2025-09-02 15:48:25 - main - ERROR - [logging_config.py:231] - log_error_with_context() - [ERROR] Error in startup_event: 'IntelligentQAService' object has no attribute 'initialize_system' - Context: {'duration': 0.003769397735595703}
2025-09-02 15:48:25 - main - ERROR - [main.py:321] - startup_event() - [STARTUP] Startup initialization failed: 'IntelligentQAService' object has no attribute 'initialize_system'
2025-09-02 15:48:43 - main - ERROR - [logging_config.py:231] - log_error_with_context() - [ERROR] Error in startup_event: 'IntelligentQAService' object has no attribute 'initialize_system' - Context: {'duration': 0.003167867660522461}
2025-09-02 15:48:43 - main - ERROR - [main.py:321] - startup_event() - [STARTUP] Startup initialization failed: 'IntelligentQAService' object has no attribute 'initialize_system'
2025-09-02 15:49:21 - main - ERROR - [logging_config.py:231] - log_error_with_context() - [ERROR] Error in startup_event: 'IntelligentQAService' object has no attribute 'initialize_system' - Context: {'duration': 0.0022013187408447266}
2025-09-02 15:49:21 - main - ERROR - [main.py:321] - startup_event() - [STARTUP] Startup initialization failed: 'IntelligentQAService' object has no attribute 'initialize_system'
2025-09-02 15:50:26 - services.ai.data_integration_service - ERROR - [data_integration_service.py:44] - initialize_knowledge_base() - Redis initialization failed: Redis not connected
2025-09-02 15:53:05 - services.ai.embedding_service - ERROR - [embedding_service.py:57] - generate_embedding() - Invalid response from Google Generative AI API
2025-09-02 15:53:06 - services.ai.embedding_service - ERROR - [embedding_service.py:57] - generate_embedding() - Invalid response from Google Generative AI API
2025-09-02 15:53:06 - services.ai.embedding_service - ERROR - [embedding_service.py:57] - generate_embedding() - Invalid response from Google Generative AI API
2025-09-02 15:53:06 - services.ai.embedding_service - ERROR - [embedding_service.py:57] - generate_embedding() - Invalid response from Google Generative AI API
2025-09-02 15:53:07 - services.ai.embedding_service - ERROR - [embedding_service.py:57] - generate_embedding() - Invalid response from Google Generative AI API
2025-09-02 15:53:07 - services.ai.embedding_service - ERROR - [embedding_service.py:57] - generate_embedding() - Invalid response from Google Generative AI API
2025-09-02 15:53:08 - services.ai.embedding_service - ERROR - [embedding_service.py:57] - generate_embedding() - Invalid response from Google Generative AI API
2025-09-02 15:53:08 - services.ai.embedding_service - ERROR - [embedding_service.py:57] - generate_embedding() - Invalid response from Google Generative AI API
2025-09-02 15:53:09 - services.ai.embedding_service - ERROR - [embedding_service.py:57] - generate_embedding() - Invalid response from Google Generative AI API
2025-09-02 15:53:09 - services.ai.embedding_service - ERROR - [embedding_service.py:57] - generate_embedding() - Invalid response from Google Generative AI API
2025-09-02 15:53:10 - services.ai.embedding_service - ERROR - [embedding_service.py:57] - generate_embedding() - Invalid response from Google Generative AI API
2025-09-02 15:53:10 - services.ai.embedding_service - ERROR - [embedding_service.py:57] - generate_embedding() - Invalid response from Google Generative AI API
2025-09-02 15:53:10 - services.ai.embedding_service - ERROR - [embedding_service.py:57] - generate_embedding() - Invalid response from Google Generative AI API
2025-09-02 15:53:11 - services.ai.embedding_service - ERROR - [embedding_service.py:57] - generate_embedding() - Invalid response from Google Generative AI API
2025-09-02 15:53:11 - services.ai.embedding_service - ERROR - [embedding_service.py:57] - generate_embedding() - Invalid response from Google Generative AI API
2025-09-02 15:53:12 - services.ai.embedding_service - ERROR - [embedding_service.py:57] - generate_embedding() - Invalid response from Google Generative AI API
2025-09-02 15:53:12 - services.ai.embedding_service - ERROR - [embedding_service.py:57] - generate_embedding() - Invalid response from Google Generative AI API
2025-09-02 15:53:12 - services.ai.embedding_service - ERROR - [embedding_service.py:57] - generate_embedding() - Invalid response from Google Generative AI API
2025-09-02 15:53:13 - services.ai.embedding_service - ERROR - [embedding_service.py:57] - generate_embedding() - Invalid response from Google Generative AI API
2025-09-02 15:53:13 - services.ai.embedding_service - ERROR - [embedding_service.py:57] - generate_embedding() - Invalid response from Google Generative AI API
2025-09-02 15:53:14 - services.ai.embedding_service - ERROR - [embedding_service.py:57] - generate_embedding() - Invalid response from Google Generative AI API
2025-09-02 15:53:14 - services.ai.embedding_service - ERROR - [embedding_service.py:57] - generate_embedding() - Invalid response from Google Generative AI API
2025-09-02 15:53:15 - services.ai.embedding_service - ERROR - [embedding_service.py:57] - generate_embedding() - Invalid response from Google Generative AI API
2025-09-02 15:53:15 - services.ai.embedding_service - ERROR - [embedding_service.py:57] - generate_embedding() - Invalid response from Google Generative AI API
2025-09-02 15:53:15 - services.ai.embedding_service - ERROR - [embedding_service.py:57] - generate_embedding() - Invalid response from Google Generative AI API
2025-09-02 15:53:16 - services.ai.embedding_service - ERROR - [embedding_service.py:57] - generate_embedding() - Invalid response from Google Generative AI API
2025-09-02 15:53:16 - services.ai.embedding_service - ERROR - [embedding_service.py:57] - generate_embedding() - Invalid response from Google Generative AI API
2025-09-02 15:53:17 - services.ai.embedding_service - ERROR - [embedding_service.py:57] - generate_embedding() - Invalid response from Google Generative AI API
2025-09-02 15:53:17 - services.ai.embedding_service - ERROR - [embedding_service.py:57] - generate_embedding() - Invalid response from Google Generative AI API
2025-09-02 15:53:18 - services.ai.embedding_service - ERROR - [embedding_service.py:57] - generate_embedding() - Invalid response from Google Generative AI API
2025-09-02 15:53:18 - services.ai.embedding_service - ERROR - [embedding_service.py:57] - generate_embedding() - Invalid response from Google Generative AI API
2025-09-02 15:53:18 - services.ai.embedding_service - ERROR - [embedding_service.py:57] - generate_embedding() - Invalid response from Google Generative AI API
2025-09-02 15:53:19 - services.ai.embedding_service - ERROR - [embedding_service.py:57] - generate_embedding() - Invalid response from Google Generative AI API
2025-09-02 15:53:19 - services.ai.embedding_service - ERROR - [embedding_service.py:57] - generate_embedding() - Invalid response from Google Generative AI API
2025-09-02 15:53:20 - services.ai.embedding_service - ERROR - [embedding_service.py:57] - generate_embedding() - Invalid response from Google Generative AI API
2025-09-02 15:53:20 - services.ai.embedding_service - ERROR - [embedding_service.py:57] - generate_embedding() - Invalid response from Google Generative AI API
2025-09-02 15:53:21 - services.ai.embedding_service - ERROR - [embedding_service.py:57] - generate_embedding() - Invalid response from Google Generative AI API
2025-09-02 15:53:21 - services.ai.embedding_service - ERROR - [embedding_service.py:57] - generate_embedding() - Invalid response from Google Generative AI API
2025-09-02 15:53:21 - services.ai.embedding_service - ERROR - [embedding_service.py:57] - generate_embedding() - Invalid response from Google Generative AI API
2025-09-02 15:53:22 - services.ai.embedding_service - ERROR - [embedding_service.py:57] - generate_embedding() - Invalid response from Google Generative AI API
2025-09-02 15:53:22 - services.ai.embedding_service - ERROR - [embedding_service.py:57] - generate_embedding() - Invalid response from Google Generative AI API
2025-09-02 15:53:23 - services.ai.embedding_service - ERROR - [embedding_service.py:57] - generate_embedding() - Invalid response from Google Generative AI API
2025-09-02 15:53:23 - services.ai.embedding_service - ERROR - [embedding_service.py:57] - generate_embedding() - Invalid response from Google Generative AI API
2025-09-02 15:53:24 - services.ai.embedding_service - ERROR - [embedding_service.py:57] - generate_embedding() - Invalid response from Google Generative AI API
2025-09-02 15:53:24 - services.ai.embedding_service - ERROR - [embedding_service.py:57] - generate_embedding() - Invalid response from Google Generative AI API
2025-09-02 15:53:25 - services.ai.embedding_service - ERROR - [embedding_service.py:57] - generate_embedding() - Invalid response from Google Generative AI API
2025-09-02 15:53:25 - services.ai.embedding_service - ERROR - [embedding_service.py:57] - generate_embedding() - Invalid response from Google Generative AI API
2025-09-02 15:53:25 - services.ai.embedding_service - ERROR - [embedding_service.py:57] - generate_embedding() - Invalid response from Google Generative AI API
2025-09-02 15:53:26 - services.ai.embedding_service - ERROR - [embedding_service.py:57] - generate_embedding() - Invalid response from Google Generative AI API
2025-09-02 15:53:26 - services.ai.embedding_service - ERROR - [embedding_service.py:57] - generate_embedding() - Invalid response from Google Generative AI API
2025-09-02 15:53:27 - services.ai.embedding_service - ERROR - [embedding_service.py:57] - generate_embedding() - Invalid response from Google Generative AI API
2025-09-02 15:53:27 - services.ai.embedding_service - ERROR - [embedding_service.py:57] - generate_embedding() - Invalid response from Google Generative AI API
2025-09-02 15:53:28 - services.ai.embedding_service - ERROR - [embedding_service.py:57] - generate_embedding() - Invalid response from Google Generative AI API
2025-09-02 15:53:28 - services.ai.embedding_service - ERROR - [embedding_service.py:57] - generate_embedding() - Invalid response from Google Generative AI API
2025-09-02 15:53:29 - services.ai.embedding_service - ERROR - [embedding_service.py:57] - generate_embedding() - Invalid response from Google Generative AI API
2025-09-02 15:53:29 - services.ai.embedding_service - ERROR - [embedding_service.py:57] - generate_embedding() - Invalid response from Google Generative AI API
2025-09-02 15:53:29 - services.ai.embedding_service - ERROR - [embedding_service.py:57] - generate_embedding() - Invalid response from Google Generative AI API
2025-09-02 15:53:30 - services.ai.embedding_service - ERROR - [embedding_service.py:57] - generate_embedding() - Invalid response from Google Generative AI API
2025-09-02 15:53:30 - services.ai.embedding_service - ERROR - [embedding_service.py:57] - generate_embedding() - Invalid response from Google Generative AI API
2025-09-02 15:53:31 - services.ai.embedding_service - ERROR - [embedding_service.py:57] - generate_embedding() - Invalid response from Google Generative AI API
2025-09-02 15:53:31 - services.ai.embedding_service - ERROR - [embedding_service.py:57] - generate_embedding() - Invalid response from Google Generative AI API
2025-09-02 15:53:31 - services.ai.embedding_service - ERROR - [embedding_service.py:57] - generate_embedding() - Invalid response from Google Generative AI API
2025-09-02 15:53:32 - services.ai.embedding_service - ERROR - [embedding_service.py:57] - generate_embedding() - Invalid response from Google Generative AI API
2025-09-02 15:53:32 - services.ai.embedding_service - ERROR - [embedding_service.py:57] - generate_embedding() - Invalid response from Google Generative AI API
2025-09-02 15:53:33 - services.ai.embedding_service - ERROR - [embedding_service.py:57] - generate_embedding() - Invalid response from Google Generative AI API
2025-09-02 15:53:33 - services.ai.embedding_service - ERROR - [embedding_service.py:57] - generate_embedding() - Invalid response from Google Generative AI API
2025-09-02 15:53:34 - services.ai.embedding_service - ERROR - [embedding_service.py:57] - generate_embedding() - Invalid response from Google Generative AI API
2025-09-02 15:53:34 - services.ai.embedding_service - ERROR - [embedding_service.py:57] - generate_embedding() - Invalid response from Google Generative AI API
2025-09-02 15:53:34 - services.ai.embedding_service - ERROR - [embedding_service.py:57] - generate_embedding() - Invalid response from Google Generative AI API
2025-09-02 15:53:35 - services.ai.embedding_service - ERROR - [embedding_service.py:57] - generate_embedding() - Invalid response from Google Generative AI API
2025-09-02 15:53:35 - services.ai.embedding_service - ERROR - [embedding_service.py:57] - generate_embedding() - Invalid response from Google Generative AI API
2025-09-02 15:53:36 - services.ai.embedding_service - ERROR - [embedding_service.py:57] - generate_embedding() - Invalid response from Google Generative AI API
2025-09-02 15:53:36 - services.ai.embedding_service - ERROR - [embedding_service.py:57] - generate_embedding() - Invalid response from Google Generative AI API
2025-09-02 15:53:37 - services.ai.embedding_service - ERROR - [embedding_service.py:57] - generate_embedding() - Invalid response from Google Generative AI API
2025-09-02 15:53:37 - services.ai.embedding_service - ERROR - [embedding_service.py:57] - generate_embedding() - Invalid response from Google Generative AI API
2025-09-02 15:53:38 - services.ai.embedding_service - ERROR - [embedding_service.py:57] - generate_embedding() - Invalid response from Google Generative AI API
2025-09-02 15:53:38 - services.ai.embedding_service - ERROR - [embedding_service.py:57] - generate_embedding() - Invalid response from Google Generative AI API
2025-09-02 15:53:38 - services.ai.embedding_service - ERROR - [embedding_service.py:57] - generate_embedding() - Invalid response from Google Generative AI API
2025-09-02 15:53:39 - services.ai.embedding_service - ERROR - [embedding_service.py:57] - generate_embedding() - Invalid response from Google Generative AI API
2025-09-02 15:53:39 - services.ai.embedding_service - ERROR - [embedding_service.py:57] - generate_embedding() - Invalid response from Google Generative AI API
2025-09-02 15:53:40 - services.ai.embedding_service - ERROR - [embedding_service.py:57] - generate_embedding() - Invalid response from Google Generative AI API
2025-09-02 15:53:40 - services.ai.embedding_service - ERROR - [embedding_service.py:57] - generate_embedding() - Invalid response from Google Generative AI API
2025-09-02 15:53:41 - services.ai.embedding_service - ERROR - [embedding_service.py:57] - generate_embedding() - Invalid response from Google Generative AI API
2025-09-02 15:53:41 - services.ai.embedding_service - ERROR - [embedding_service.py:57] - generate_embedding() - Invalid response from Google Generative AI API
2025-09-02 15:53:42 - services.ai.embedding_service - ERROR - [embedding_service.py:57] - generate_embedding() - Invalid response from Google Generative AI API
2025-09-02 15:53:42 - services.ai.embedding_service - ERROR - [embedding_service.py:57] - generate_embedding() - Invalid response from Google Generative AI API
2025-09-02 15:53:42 - services.ai.embedding_service - ERROR - [embedding_service.py:57] - generate_embedding() - Invalid response from Google Generative AI API
2025-09-02 15:53:43 - services.ai.embedding_service - ERROR - [embedding_service.py:57] - generate_embedding() - Invalid response from Google Generative AI API
2025-09-02 15:53:43 - services.ai.embedding_service - ERROR - [embedding_service.py:57] - generate_embedding() - Invalid response from Google Generative AI API
2025-09-02 15:53:44 - services.ai.embedding_service - ERROR - [embedding_service.py:57] - generate_embedding() - Invalid response from Google Generative AI API
2025-09-02 15:53:44 - services.ai.embedding_service - ERROR - [embedding_service.py:57] - generate_embedding() - Invalid response from Google Generative AI API
2025-09-02 15:53:45 - services.ai.embedding_service - ERROR - [embedding_service.py:57] - generate_embedding() - Invalid response from Google Generative AI API
2025-09-02 15:53:45 - services.ai.embedding_service - ERROR - [embedding_service.py:57] - generate_embedding() - Invalid response from Google Generative AI API
2025-09-02 15:53:45 - services.ai.embedding_service - ERROR - [embedding_service.py:57] - generate_embedding() - Invalid response from Google Generative AI API
2025-09-02 15:53:46 - services.ai.embedding_service - ERROR - [embedding_service.py:57] - generate_embedding() - Invalid response from Google Generative AI API
2025-09-02 15:53:46 - services.ai.embedding_service - ERROR - [embedding_service.py:57] - generate_embedding() - Invalid response from Google Generative AI API
2025-09-02 15:53:47 - services.ai.embedding_service - ERROR - [embedding_service.py:57] - generate_embedding() - Invalid response from Google Generative AI API
2025-09-02 15:53:47 - services.ai.embedding_service - ERROR - [embedding_service.py:57] - generate_embedding() - Invalid response from Google Generative AI API
2025-09-02 15:53:48 - services.ai.embedding_service - ERROR - [embedding_service.py:57] - generate_embedding() - Invalid response from Google Generative AI API
2025-09-02 15:53:48 - services.ai.embedding_service - ERROR - [embedding_service.py:57] - generate_embedding() - Invalid response from Google Generative AI API
2025-09-02 15:53:49 - services.ai.embedding_service - ERROR - [embedding_service.py:57] - generate_embedding() - Invalid response from Google Generative AI API
2025-09-02 15:53:49 - services.ai.embedding_service - ERROR - [embedding_service.py:57] - generate_embedding() - Invalid response from Google Generative AI API
2025-09-02 15:53:49 - services.ai.embedding_service - ERROR - [embedding_service.py:57] - generate_embedding() - Invalid response from Google Generative AI API
2025-09-02 15:53:50 - services.ai.embedding_service - ERROR - [embedding_service.py:57] - generate_embedding() - Invalid response from Google Generative AI API
2025-09-02 15:53:50 - services.ai.embedding_service - ERROR - [embedding_service.py:57] - generate_embedding() - Invalid response from Google Generative AI API
2025-09-02 15:53:51 - services.ai.embedding_service - ERROR - [embedding_service.py:57] - generate_embedding() - Invalid response from Google Generative AI API
2025-09-02 15:53:51 - services.ai.embedding_service - ERROR - [embedding_service.py:57] - generate_embedding() - Invalid response from Google Generative AI API
2025-09-02 15:53:52 - services.ai.embedding_service - ERROR - [embedding_service.py:57] - generate_embedding() - Invalid response from Google Generative AI API
2025-09-02 15:53:52 - services.ai.embedding_service - ERROR - [embedding_service.py:57] - generate_embedding() - Invalid response from Google Generative AI API
2025-09-02 15:53:52 - services.ai.embedding_service - ERROR - [embedding_service.py:57] - generate_embedding() - Invalid response from Google Generative AI API
2025-09-02 15:53:53 - services.ai.embedding_service - ERROR - [embedding_service.py:57] - generate_embedding() - Invalid response from Google Generative AI API
2025-09-02 15:53:53 - services.ai.embedding_service - ERROR - [embedding_service.py:57] - generate_embedding() - Invalid response from Google Generative AI API
2025-09-02 15:53:54 - services.ai.embedding_service - ERROR - [embedding_service.py:57] - generate_embedding() - Invalid response from Google Generative AI API
2025-09-02 15:53:54 - services.ai.embedding_service - ERROR - [embedding_service.py:57] - generate_embedding() - Invalid response from Google Generative AI API
2025-09-02 15:53:55 - services.ai.embedding_service - ERROR - [embedding_service.py:57] - generate_embedding() - Invalid response from Google Generative AI API
2025-09-02 15:53:55 - services.ai.embedding_service - ERROR - [embedding_service.py:57] - generate_embedding() - Invalid response from Google Generative AI API
2025-09-02 15:53:55 - services.ai.embedding_service - ERROR - [embedding_service.py:57] - generate_embedding() - Invalid response from Google Generative AI API
2025-09-02 15:53:56 - services.ai.embedding_service - ERROR - [embedding_service.py:57] - generate_embedding() - Invalid response from Google Generative AI API
2025-09-02 15:53:56 - services.ai.embedding_service - ERROR - [embedding_service.py:57] - generate_embedding() - Invalid response from Google Generative AI API
2025-09-02 15:53:57 - services.ai.embedding_service - ERROR - [embedding_service.py:57] - generate_embedding() - Invalid response from Google Generative AI API
2025-09-02 15:53:57 - services.ai.embedding_service - ERROR - [embedding_service.py:57] - generate_embedding() - Invalid response from Google Generative AI API
2025-09-02 15:53:58 - services.ai.embedding_service - ERROR - [embedding_service.py:57] - generate_embedding() - Invalid response from Google Generative AI API
2025-09-02 15:53:58 - services.ai.embedding_service - ERROR - [embedding_service.py:57] - generate_embedding() - Invalid response from Google Generative AI API
2025-09-02 15:53:59 - services.ai.embedding_service - ERROR - [embedding_service.py:57] - generate_embedding() - Invalid response from Google Generative AI API
2025-09-02 15:53:59 - services.ai.embedding_service - ERROR - [embedding_service.py:57] - generate_embedding() - Invalid response from Google Generative AI API
2025-09-02 15:53:59 - services.ai.embedding_service - ERROR - [embedding_service.py:57] - generate_embedding() - Invalid response from Google Generative AI API
2025-09-02 15:54:00 - services.ai.embedding_service - ERROR - [embedding_service.py:57] - generate_embedding() - Invalid response from Google Generative AI API
2025-09-02 15:54:00 - services.ai.embedding_service - ERROR - [embedding_service.py:57] - generate_embedding() - Invalid response from Google Generative AI API
2025-09-02 15:54:01 - services.ai.embedding_service - ERROR - [embedding_service.py:57] - generate_embedding() - Invalid response from Google Generative AI API
2025-09-02 15:54:01 - services.ai.embedding_service - ERROR - [embedding_service.py:57] - generate_embedding() - Invalid response from Google Generative AI API
2025-09-02 15:54:02 - services.ai.embedding_service - ERROR - [embedding_service.py:57] - generate_embedding() - Invalid response from Google Generative AI API
2025-09-02 15:54:02 - services.ai.embedding_service - ERROR - [embedding_service.py:57] - generate_embedding() - Invalid response from Google Generative AI API
2025-09-02 15:54:02 - services.ai.embedding_service - ERROR - [embedding_service.py:57] - generate_embedding() - Invalid response from Google Generative AI API
2025-09-02 15:54:03 - services.ai.embedding_service - ERROR - [embedding_service.py:57] - generate_embedding() - Invalid response from Google Generative AI API
2025-09-02 15:54:03 - services.ai.embedding_service - ERROR - [embedding_service.py:57] - generate_embedding() - Invalid response from Google Generative AI API
2025-09-02 15:54:04 - services.ai.embedding_service - ERROR - [embedding_service.py:57] - generate_embedding() - Invalid response from Google Generative AI API
2025-09-02 15:54:04 - services.ai.embedding_service - ERROR - [embedding_service.py:57] - generate_embedding() - Invalid response from Google Generative AI API
2025-09-02 15:54:04 - services.ai.embedding_service - ERROR - [embedding_service.py:57] - generate_embedding() - Invalid response from Google Generative AI API
2025-09-02 15:54:05 - services.ai.embedding_service - ERROR - [embedding_service.py:57] - generate_embedding() - Invalid response from Google Generative AI API
2025-09-02 15:54:05 - services.ai.embedding_service - ERROR - [embedding_service.py:57] - generate_embedding() - Invalid response from Google Generative AI API
2025-09-02 15:54:06 - services.ai.embedding_service - ERROR - [embedding_service.py:57] - generate_embedding() - Invalid response from Google Generative AI API
2025-09-02 15:54:06 - services.ai.embedding_service - ERROR - [embedding_service.py:57] - generate_embedding() - Invalid response from Google Generative AI API
2025-09-02 15:54:07 - services.ai.embedding_service - ERROR - [embedding_service.py:57] - generate_embedding() - Invalid response from Google Generative AI API
2025-09-02 15:54:07 - services.ai.embedding_service - ERROR - [embedding_service.py:57] - generate_embedding() - Invalid response from Google Generative AI API
2025-09-02 15:54:07 - services.ai.embedding_service - ERROR - [embedding_service.py:57] - generate_embedding() - Invalid response from Google Generative AI API
2025-09-02 15:54:08 - services.ai.embedding_service - ERROR - [embedding_service.py:57] - generate_embedding() - Invalid response from Google Generative AI API
2025-09-02 15:54:08 - services.ai.embedding_service - ERROR - [embedding_service.py:57] - generate_embedding() - Invalid response from Google Generative AI API
2025-09-02 15:54:09 - services.ai.embedding_service - ERROR - [embedding_service.py:57] - generate_embedding() - Invalid response from Google Generative AI API
2025-09-02 15:54:09 - services.ai.embedding_service - ERROR - [embedding_service.py:57] - generate_embedding() - Invalid response from Google Generative AI API
2025-09-02 15:54:10 - services.ai.embedding_service - ERROR - [embedding_service.py:57] - generate_embedding() - Invalid response from Google Generative AI API
2025-09-02 15:54:10 - services.ai.embedding_service - ERROR - [embedding_service.py:57] - generate_embedding() - Invalid response from Google Generative AI API
2025-09-02 15:54:10 - services.ai.embedding_service - ERROR - [embedding_service.py:57] - generate_embedding() - Invalid response from Google Generative AI API
2025-09-02 15:54:11 - services.ai.embedding_service - ERROR - [embedding_service.py:57] - generate_embedding() - Invalid response from Google Generative AI API
2025-09-02 15:54:11 - services.ai.embedding_service - ERROR - [embedding_service.py:57] - generate_embedding() - Invalid response from Google Generative AI API
2025-09-02 15:54:12 - services.ai.embedding_service - ERROR - [embedding_service.py:57] - generate_embedding() - Invalid response from Google Generative AI API
2025-09-02 15:54:12 - services.ai.embedding_service - ERROR - [embedding_service.py:57] - generate_embedding() - Invalid response from Google Generative AI API
2025-09-02 15:54:13 - services.ai.embedding_service - ERROR - [embedding_service.py:57] - generate_embedding() - Invalid response from Google Generative AI API
2025-09-02 15:54:13 - services.ai.embedding_service - ERROR - [embedding_service.py:57] - generate_embedding() - Invalid response from Google Generative AI API
2025-09-02 15:54:14 - services.ai.embedding_service - ERROR - [embedding_service.py:57] - generate_embedding() - Invalid response from Google Generative AI API
2025-09-02 15:54:14 - services.ai.embedding_service - ERROR - [embedding_service.py:57] - generate_embedding() - Invalid response from Google Generative AI API
2025-09-02 15:54:14 - services.ai.embedding_service - ERROR - [embedding_service.py:57] - generate_embedding() - Invalid response from Google Generative AI API
2025-09-02 15:54:15 - services.ai.embedding_service - ERROR - [embedding_service.py:57] - generate_embedding() - Invalid response from Google Generative AI API
2025-09-02 15:54:15 - services.ai.embedding_service - ERROR - [embedding_service.py:57] - generate_embedding() - Invalid response from Google Generative AI API
2025-09-02 15:54:16 - services.ai.embedding_service - ERROR - [embedding_service.py:57] - generate_embedding() - Invalid response from Google Generative AI API
2025-09-02 15:54:16 - services.ai.embedding_service - ERROR - [embedding_service.py:57] - generate_embedding() - Invalid response from Google Generative AI API
2025-09-02 15:54:17 - services.ai.embedding_service - ERROR - [embedding_service.py:57] - generate_embedding() - Invalid response from Google Generative AI API
2025-09-02 15:54:17 - services.ai.embedding_service - ERROR - [embedding_service.py:57] - generate_embedding() - Invalid response from Google Generative AI API
2025-09-02 15:54:17 - services.ai.embedding_service - ERROR - [embedding_service.py:57] - generate_embedding() - Invalid response from Google Generative AI API
2025-09-02 15:54:18 - services.ai.embedding_service - ERROR - [embedding_service.py:57] - generate_embedding() - Invalid response from Google Generative AI API
2025-09-02 15:54:18 - services.ai.embedding_service - ERROR - [embedding_service.py:57] - generate_embedding() - Invalid response from Google Generative AI API
2025-09-02 15:54:19 - services.ai.embedding_service - ERROR - [embedding_service.py:57] - generate_embedding() - Invalid response from Google Generative AI API
2025-09-02 15:54:19 - services.ai.embedding_service - ERROR - [embedding_service.py:57] - generate_embedding() - Invalid response from Google Generative AI API
2025-09-02 15:54:20 - services.ai.embedding_service - ERROR - [embedding_service.py:57] - generate_embedding() - Invalid response from Google Generative AI API
2025-09-02 15:54:20 - services.ai.embedding_service - ERROR - [embedding_service.py:57] - generate_embedding() - Invalid response from Google Generative AI API
2025-09-02 15:54:21 - services.ai.embedding_service - ERROR - [embedding_service.py:57] - generate_embedding() - Invalid response from Google Generative AI API
2025-09-02 15:54:21 - services.ai.embedding_service - ERROR - [embedding_service.py:57] - generate_embedding() - Invalid response from Google Generative AI API
2025-09-02 15:54:21 - services.ai.embedding_service - ERROR - [embedding_service.py:57] - generate_embedding() - Invalid response from Google Generative AI API
2025-09-02 15:54:22 - services.ai.embedding_service - ERROR - [embedding_service.py:57] - generate_embedding() - Invalid response from Google Generative AI API
2025-09-02 15:54:22 - services.ai.embedding_service - ERROR - [embedding_service.py:57] - generate_embedding() - Invalid response from Google Generative AI API
2025-09-02 15:54:23 - services.ai.embedding_service - ERROR - [embedding_service.py:57] - generate_embedding() - Invalid response from Google Generative AI API
2025-09-02 15:54:23 - services.ai.embedding_service - ERROR - [embedding_service.py:57] - generate_embedding() - Invalid response from Google Generative AI API
2025-09-02 15:54:24 - services.ai.embedding_service - ERROR - [embedding_service.py:57] - generate_embedding() - Invalid response from Google Generative AI API
2025-09-02 15:54:24 - services.ai.embedding_service - ERROR - [embedding_service.py:57] - generate_embedding() - Invalid response from Google Generative AI API
2025-09-02 15:54:25 - services.ai.embedding_service - ERROR - [embedding_service.py:57] - generate_embedding() - Invalid response from Google Generative AI API
2025-09-02 15:54:25 - services.ai.embedding_service - ERROR - [embedding_service.py:57] - generate_embedding() - Invalid response from Google Generative AI API
2025-09-02 15:54:25 - services.ai.embedding_service - ERROR - [embedding_service.py:57] - generate_embedding() - Invalid response from Google Generative AI API
2025-09-02 15:54:26 - services.ai.embedding_service - ERROR - [embedding_service.py:57] - generate_embedding() - Invalid response from Google Generative AI API
2025-09-02 15:54:26 - services.ai.embedding_service - ERROR - [embedding_service.py:57] - generate_embedding() - Invalid response from Google Generative AI API
2025-09-02 15:54:27 - services.ai.embedding_service - ERROR - [embedding_service.py:57] - generate_embedding() - Invalid response from Google Generative AI API
2025-09-02 15:54:27 - services.ai.embedding_service - ERROR - [embedding_service.py:57] - generate_embedding() - Invalid response from Google Generative AI API
2025-09-02 15:54:28 - services.ai.embedding_service - ERROR - [embedding_service.py:57] - generate_embedding() - Invalid response from Google Generative AI API
2025-09-02 15:54:28 - services.ai.embedding_service - ERROR - [embedding_service.py:57] - generate_embedding() - Invalid response from Google Generative AI API
2025-09-02 15:54:29 - services.ai.embedding_service - ERROR - [embedding_service.py:57] - generate_embedding() - Invalid response from Google Generative AI API
2025-09-02 15:54:29 - services.ai.embedding_service - ERROR - [embedding_service.py:57] - generate_embedding() - Invalid response from Google Generative AI API
2025-09-02 15:54:29 - services.ai.embedding_service - ERROR - [embedding_service.py:57] - generate_embedding() - Invalid response from Google Generative AI API
2025-09-02 15:54:30 - services.ai.embedding_service - ERROR - [embedding_service.py:57] - generate_embedding() - Invalid response from Google Generative AI API
2025-09-02 15:54:30 - services.ai.embedding_service - ERROR - [embedding_service.py:57] - generate_embedding() - Invalid response from Google Generative AI API
2025-09-02 15:54:31 - services.ai.embedding_service - ERROR - [embedding_service.py:57] - generate_embedding() - Invalid response from Google Generative AI API
2025-09-02 15:54:31 - services.ai.embedding_service - ERROR - [embedding_service.py:57] - generate_embedding() - Invalid response from Google Generative AI API
2025-09-02 15:54:32 - services.ai.embedding_service - ERROR - [embedding_service.py:57] - generate_embedding() - Invalid response from Google Generative AI API
2025-09-02 15:54:32 - services.ai.embedding_service - ERROR - [embedding_service.py:57] - generate_embedding() - Invalid response from Google Generative AI API
2025-09-02 15:54:32 - services.ai.embedding_service - ERROR - [embedding_service.py:57] - generate_embedding() - Invalid response from Google Generative AI API
2025-09-02 15:54:33 - services.ai.embedding_service - ERROR - [embedding_service.py:57] - generate_embedding() - Invalid response from Google Generative AI API
2025-09-02 15:54:33 - services.ai.embedding_service - ERROR - [embedding_service.py:57] - generate_embedding() - Invalid response from Google Generative AI API
2025-09-02 15:54:34 - services.ai.embedding_service - ERROR - [embedding_service.py:57] - generate_embedding() - Invalid response from Google Generative AI API
2025-09-02 15:54:34 - services.ai.embedding_service - ERROR - [embedding_service.py:57] - generate_embedding() - Invalid response from Google Generative AI API
